word,class_a,class_b
nvidia,0.00012104485922482873,0.00012104485922482873
health,0.00003227862912662099,0.00003227862912662099
txtransforum,0.000008069657281655247,0.000008069657281655247
tsrcits,0.000008069657281655247,0.000008069657281655247
jaruwd,0.000008069657281655247,0.000008069657281655247
judging,0.000008069657281655247,0.000008069657281655247
beams,0.000008069657281655247,0.000008069657281655247
struck,0.000016139314563310495,0.000016139314563310495
step,0.0002662986902946232,0.0002662986902946232
precise,0.000008069657281655247,0.000008069657281655247
core,0.000008069657281655247,0.000008069657281655247
lai,0.000008069657281655247,0.000008069657281655247
nappingsoon,0.000008069657281655247,0.000008069657281655247
cashless,0.000008069657281655247,0.000008069657281655247
counterproductive,0.000008069657281655247,0.000008069657281655247
wireless,0.00006455725825324198,0.00006455725825324198
central,0,0
departments,0.000008069657281655247,0.000008069657281655247
everybody,0.000016139314563310495,0.000016139314563310495
astersheen,0.000008069657281655247,0.000008069657281655247
wzgt,0.000008069657281655247,0.000008069657281655247
dope,0.000056487600971586734,0.000056487600971586734
ouhe,0.000008069657281655247,0.000008069657281655247
pacobell,0.000016139314563310495,0.000016139314563310495
kits,0,0
feeding,0.000008069657281655247,0.000008069657281655247
msnautos,0.00003227862912662099,0.00003227862912662099
garages,0.000008069657281655247,0.000008069657281655247
caas,0.000008069657281655247,0.000008069657281655247
encourages,0.000008069657281655247,0.000008069657281655247
dragging,0.000008069657281655247,0.000008069657281655247
mehkd,0.000008069657281655247,0.000008069657281655247
goog's,0.000008069657281655247,0.000008069657281655247
danger,0.000016139314563310495,0.000016139314563310495
exact,0.000008069657281655247,0.000008069657281655247
string,0.000008069657281655247,0.000008069657281655247
chauffeurs,0.00003227862912662099,0.00003227862912662099
gettinfamous,0.000008069657281655247,0.000008069657281655247
tedtalks,0.000008069657281655247,0.000008069657281655247
inexpensive,0.000024208971844965745,0.000024208971844965745
alcatel,0,0
gahhh,0.000008069657281655247,0.000008069657281655247
tge,0,0
crowd,0.00003227862912662099,0.00003227862912662099
scares,0.00004034828640827624,0.00004034828640827624
mgbrown,0.000008069657281655247,0.000008069657281655247
ynhv,0.000008069657281655247,0.000008069657281655247
japan,0.000024208971844965745,0.000024208971844965745
laps,0.000008069657281655247,0.000008069657281655247
gln,0.000008069657281655247,0.000008069657281655247
